W,H,w1,h1,w2,h2
500,346,78.0,72.0,216.0,202.0
500,346,219.0,125.0,313.0,326.0
500,333,43.0,113.0,488.0,287.0
500,373,167.0,1.0,452.0,324.0
500,373,1.0,119.0,91.0,370.0
500,373,73.0,1.0,216.0,144.0
500,375,69.0,42.0,398.0,318.0
322,291,35.0,54.0,238.0,261.0
500,333,83.0,184.0,133.0,207.0
500,333,201.0,152.0,254.0,177.0
500,333,248.0,188.0,297.0,210.0
375,500,10.0,210.0,331.0,432.0
500,375,2.0,2.0,499.0,374.0
333,500,0.0,162.0,327.0,499.0
333,500,16.0,11.0,312.0,181.0
500,375,117.0,45.0,499.0,309.0
500,375,290.0,1.0,471.0,271.0
500,375,31.0,56.0,463.0,365.0
500,375,272.0,60.0,499.0,275.0
500,375,437.0,76.0,499.0,110.0
500,375,256.0,56.0,333.0,140.0
500,375,243.0,56.0,278.0,113.0
500,375,0.0,69.0,34.0,242.0
500,375,444.0,279.0,499.0,374.0
318,480,68.0,107.0,237.0,330.0
318,480,92.0,160.0,220.0,476.0
500,333,64.0,51.0,397.0,305.0
500,375,152.0,239.0,169.0,290.0
500,375,334.0,343.0,353.0,374.0
500,375,186.0,339.0,208.0,374.0
500,375,156.0,338.0,175.0,374.0
500,375,145.0,333.0,170.0,374.0
500,375,1.0,357.0,99.0,374.0
500,397,25.0,25.0,474.0,371.0
500,375,17.0,53.0,165.0,193.0
500,375,0.0,36.0,81.0,371.0
500,375,117.0,118.0,336.0,250.0
500,375,374.0,161.0,499.0,374.0
500,375,45.0,70.0,127.0,201.0
500,375,85.0,91.0,175.0,213.0
500,375,152.0,84.0,195.0,201.0
500,375,155.0,159.0,248.0,355.0
500,375,98.0,155.0,184.0,362.0
500,375,230.0,207.0,388.0,374.0
500,375,243.0,173.0,296.0,264.0
500,375,349.0,91.0,429.0,364.0
500,375,296.0,86.0,359.0,321.0
500,375,239.0,102.0,307.0,220.0
500,375,190.0,84.0,265.0,203.0
500,375,244.0,77.0,304.0,117.0
500,375,328.0,82.0,371.0,119.0
329,500,107.0,137.0,263.0,331.0
500,333,406.0,98.0,499.0,332.0
500,333,364.0,220.0,387.0,247.0
500,375,156.0,82.0,336.0,309.0
500,375,0.0,102.0,97.0,336.0
500,375,245.0,237.0,275.0,343.0
500,375,9.0,247.0,39.0,354.0
500,375,242.0,128.0,271.0,235.0
500,375,241.0,18.0,271.0,123.0
500,375,4.0,282.0,498.0,374.0
500,375,81.0,233.0,202.0,324.0
500,375,91.0,195.0,170.0,318.0
500,375,365.0,49.0,412.0,88.0
500,375,317.0,70.0,361.0,103.0
500,375,267.0,123.0,298.0,157.0
500,375,223.0,136.0,249.0,169.0
500,375,97.0,140.0,113.0,162.0
500,375,127.0,116.0,148.0,139.0
500,375,149.0,109.0,166.0,140.0
500,375,138.0,1.0,357.0,354.0
500,375,138.0,70.0,498.0,265.0
500,375,0.0,26.0,110.0,219.0
333,500,17.0,75.0,290.0,414.0
500,383,170.0,88.0,375.0,142.0
500,383,41.0,74.0,253.0,230.0
500,310,179.0,47.0,480.0,233.0
500,334,138.0,150.0,209.0,320.0
500,334,354.0,129.0,410.0,314.0
500,334,133.0,193.0,165.0,267.0
500,375,217.0,51.0,499.0,374.0
500,375,163.0,17.0,499.0,374.0
500,375,127.0,46.0,499.0,253.0
500,375,16.0,180.0,134.0,266.0
500,375,35.0,0.0,328.0,272.0
500,375,84.0,49.0,378.0,347.0
333,500,80.0,91.0,237.0,485.0
500,375,418.0,202.0,432.0,245.0
500,375,429.0,204.0,453.0,248.0
500,375,23.0,215.0,43.0,262.0
500,375,0.0,214.0,18.0,318.0
500,375,65.0,93.0,444.0,374.0
375,500,91.0,34.0,280.0,249.0
500,375,390.0,73.0,459.0,152.0
500,375,83.0,53.0,261.0,374.0
500,375,173.0,86.0,233.0,164.0
500,375,370.0,214.0,410.0,266.0
500,375,32.0,194.0,130.0,374.0
500,375,279.0,70.0,311.0,89.0
500,375,169.0,109.0,205.0,127.0
500,375,182.0,189.0,215.0,203.0
500,375,188.0,205.0,222.0,220.0
500,375,248.0,189.0,282.0,203.0
500,375,23.0,162.0,96.0,264.0
375,500,36.0,110.0,189.0,274.0
375,500,203.0,156.0,321.0,300.0
375,500,4.0,278.0,102.0,418.0
500,375,0.0,2.0,474.0,374.0
500,375,25.0,87.0,497.0,350.0
375,500,134.0,127.0,166.0,254.0
375,500,155.0,117.0,194.0,244.0
500,375,7.0,88.0,123.0,309.0
500,375,59.0,24.0,251.0,291.0
500,375,136.0,91.0,280.0,351.0
500,375,310.0,2.0,499.0,330.0
500,375,246.0,2.0,394.0,293.0
500,333,42.0,81.0,499.0,297.0
500,333,34.0,79.0,417.0,304.0
500,333,25.0,90.0,228.0,277.0
500,333,174.0,38.0,499.0,276.0
500,333,173.0,188.0,269.0,311.0
500,333,63.0,48.0,476.0,273.0
500,333,304.0,39.0,498.0,173.0
500,333,169.0,1.0,222.0,106.0
500,333,67.0,0.0,140.0,156.0
500,333,258.0,0.0,320.0,119.0
500,333,0.0,74.0,68.0,212.0
500,362,26.0,46.0,482.0,299.0
500,375,336.0,123.0,499.0,272.0
500,375,103.0,87.0,342.0,300.0
500,375,0.0,108.0,70.0,296.0
500,375,173.0,159.0,206.0,198.0
375,500,203.0,296.0,331.0,499.0
375,500,265.0,275.0,337.0,332.0
375,500,235.0,317.0,374.0,499.0
500,375,269.0,277.0,356.0,294.0
500,375,377.0,288.0,404.0,307.0
500,375,100.0,150.0,150.0,187.0
500,375,182.0,149.0,225.0,201.0
500,375,436.0,0.0,499.0,373.0
500,375,0.0,67.0,206.0,374.0
500,375,198.0,100.0,382.0,303.0
500,375,315.0,109.0,467.0,245.0
500,375,308.0,255.0,364.0,374.0
500,375,273.0,228.0,312.0,321.0
500,375,471.0,198.0,492.0,264.0
500,375,1.0,236.0,499.0,374.0
500,288,7.0,121.0,206.0,287.0
500,288,271.0,68.0,473.0,198.0
500,325,233.0,122.0,382.0,174.0
500,375,99.0,88.0,401.0,366.0
500,332,245.0,86.0,283.0,174.0
480,360,74.0,181.0,259.0,359.0
454,500,37.0,11.0,363.0,496.0
500,379,23.0,42.0,474.0,334.0
500,379,361.0,79.0,499.0,168.0
500,379,0.0,111.0,59.0,167.0
500,375,209.0,224.0,294.0,284.0
500,315,204.0,5.0,472.0,162.0
500,315,25.0,79.0,333.0,289.0
333,500,0.0,1.0,332.0,499.0
333,500,1.0,14.0,194.0,499.0
500,414,5.0,50.0,497.0,399.0
500,375,14.0,247.0,150.0,367.0
500,375,63.0,145.0,228.0,374.0
500,375,1.0,219.0,274.0,373.0
375,500,92.0,138.0,302.0,401.0
375,500,330.0,259.0,374.0,380.0
500,333,110.0,66.0,499.0,238.0
500,375,117.0,1.0,339.0,119.0
500,375,394.0,1.0,499.0,120.0
500,375,0.0,166.0,492.0,373.0
500,375,77.0,45.0,193.0,220.0
500,375,209.0,95.0,466.0,297.0
375,500,49.0,267.0,374.0,499.0
375,500,67.0,212.0,133.0,273.0
375,500,261.0,237.0,314.0,300.0
375,500,311.0,248.0,373.0,322.0
375,500,10.0,248.0,123.0,472.0
375,500,38.0,269.0,192.0,499.0
375,500,249.0,402.0,374.0,499.0
500,375,19.0,60.0,471.0,330.0
500,375,57.0,284.0,450.0,374.0
500,375,409.0,268.0,474.0,374.0
500,375,11.0,276.0,66.0,374.0
500,375,11.0,233.0,110.0,317.0
500,333,171.0,39.0,397.0,320.0
500,335,230.0,112.0,371.0,195.0
500,375,131.0,178.0,226.0,340.0
500,375,4.0,155.0,116.0,264.0
500,375,22.0,180.0,91.0,327.0
500,375,375.0,201.0,481.0,371.0
500,375,269.0,173.0,322.0,310.0
500,375,290.0,196.0,382.0,336.0
500,375,131.0,43.0,244.0,336.0
500,375,7.0,89.0,112.0,314.0
500,375,68.0,72.0,103.0,212.0
500,375,99.0,67.0,141.0,257.0
500,375,265.0,77.0,343.0,304.0
500,375,305.0,91.0,401.0,331.0
500,375,380.0,83.0,485.0,360.0
500,189,7.0,31.0,492.0,172.0
500,302,81.0,119.0,229.0,266.0
500,302,97.0,35.0,202.0,241.0
500,375,163.0,126.0,315.0,220.0
500,375,280.0,77.0,404.0,178.0
500,375,30.0,133.0,138.0,236.0
500,332,0.0,29.0,469.0,331.0
400,300,109.0,43.0,311.0,299.0
400,300,180.0,164.0,264.0,299.0
500,375,0.0,0.0,492.0,356.0
500,375,315.0,116.0,365.0,208.0
500,375,185.0,126.0,219.0,205.0
500,375,47.0,145.0,92.0,215.0
500,375,0.0,183.0,25.0,256.0
500,332,71.0,0.0,334.0,330.0
293,383,4.0,20.0,288.0,379.0
334,500,45.0,44.0,269.0,499.0
500,375,382.0,21.0,467.0,208.0
500,375,173.0,4.0,238.0,204.0
500,375,0.0,91.0,499.0,330.0
333,500,141.0,359.0,332.0,486.0
500,283,35.0,56.0,485.0,260.0
500,332,223.0,15.0,379.0,329.0
500,332,37.0,81.0,477.0,301.0
500,375,28.0,114.0,154.0,259.0
500,375,140.0,113.0,244.0,242.0
500,375,278.0,128.0,350.0,221.0
500,375,336.0,130.0,408.0,215.0
500,375,0.0,199.0,499.0,374.0
500,375,261.0,261.0,305.0,304.0
500,375,318.0,260.0,356.0,306.0
500,375,342.0,247.0,376.0,290.0
400,300,136.0,71.0,289.0,181.0
375,500,135.0,1.0,374.0,499.0
500,375,323.0,158.0,396.0,374.0
500,375,310.0,99.0,357.0,168.0
500,375,33.0,0.0,499.0,374.0
500,375,176.0,205.0,424.0,372.0
500,375,234.0,125.0,423.0,262.0
500,375,32.0,102.0,230.0,237.0
500,375,176.0,40.0,257.0,71.0
500,375,35.0,0.0,130.0,220.0
500,375,457.0,31.0,467.0,58.0
375,500,128.0,2.0,268.0,94.0
375,500,78.0,280.0,201.0,450.0
375,500,68.0,82.0,223.0,320.0
375,500,105.0,127.0,249.0,296.0
375,500,279.0,74.0,374.0,407.0
375,500,0.0,227.0,113.0,438.0
500,335,227.0,34.0,346.0,89.0
500,335,63.0,23.0,495.0,333.0
500,333,332.0,216.0,475.0,332.0
500,333,265.0,173.0,354.0,276.0
500,333,79.0,170.0,138.0,222.0
500,375,57.0,153.0,466.0,309.0
500,375,219.0,1.0,499.0,374.0
500,375,0.0,1.0,239.0,374.0
500,379,105.0,49.0,255.0,121.0
500,379,109.0,94.0,279.0,175.0
500,379,125.0,141.0,322.0,235.0
500,379,166.0,193.0,407.0,312.0
500,375,183.0,154.0,305.0,248.0
500,375,0.0,60.0,483.0,341.0
375,500,0.0,131.0,29.0,170.0
375,500,25.0,130.0,68.0,159.0
375,500,57.0,124.0,109.0,156.0
375,500,257.0,117.0,284.0,139.0
375,500,217.0,125.0,264.0,159.0
375,500,265.0,127.0,362.0,202.0
375,500,331.0,138.0,374.0,240.0
500,375,75.0,70.0,490.0,304.0
400,500,193.0,0.0,399.0,337.0
375,500,38.0,85.0,255.0,214.0
500,333,177.0,85.0,315.0,332.0
500,333,291.0,70.0,408.0,332.0
500,333,4.0,129.0,61.0,217.0
340,500,124.0,198.0,271.0,388.0
340,500,57.0,59.0,284.0,499.0
375,500,24.0,61.0,342.0,492.0
375,500,28.0,0.0,304.0,326.0
500,500,283.0,195.0,399.0,283.0
500,375,82.0,165.0,374.0,290.0
500,333,37.0,18.0,498.0,302.0
500,375,113.0,212.0,222.0,369.0
500,375,225.0,205.0,322.0,348.0
500,375,393.0,192.0,464.0,277.0
500,375,14.0,199.0,117.0,354.0
500,375,467.0,190.0,499.0,237.0
500,375,32.0,166.0,299.0,304.0
500,375,333.0,99.0,398.0,284.0
500,300,28.0,142.0,292.0,245.0
500,375,75.0,90.0,459.0,351.0
331,500,41.0,47.0,277.0,470.0
500,337,13.0,73.0,480.0,316.0
334,500,2.0,101.0,317.0,499.0
500,375,147.0,260.0,378.0,343.0
500,375,377.0,245.0,499.0,315.0
500,375,262.0,239.0,280.0,261.0
500,375,53.0,235.0,81.0,321.0
375,500,40.0,173.0,190.0,328.0
375,500,34.0,246.0,169.0,400.0
500,375,262.0,272.0,319.0,346.0
500,375,269.0,243.0,312.0,319.0
500,375,125.0,261.0,175.0,353.0
500,333,18.0,59.0,495.0,301.0
500,333,450.0,88.0,499.0,185.0
500,333,365.0,111.0,457.0,141.0
500,333,19.0,71.0,53.0,99.0
500,333,26.0,81.0,57.0,115.0
500,333,320.0,88.0,344.0,122.0
500,333,376.0,89.0,389.0,120.0
500,333,396.0,92.0,418.0,140.0
500,333,422.0,94.0,437.0,113.0
500,333,430.0,114.0,452.0,151.0
500,404,78.0,91.0,499.0,403.0
500,404,95.0,28.0,464.0,388.0
500,404,19.0,1.0,365.0,121.0
500,404,336.0,0.0,499.0,123.0
500,375,99.0,135.0,459.0,319.0
500,375,5.0,7.0,486.0,372.0
500,375,97.0,88.0,475.0,374.0
500,375,7.0,205.0,99.0,265.0
500,375,0.0,204.0,46.0,275.0
500,375,494.0,176.0,499.0,193.0
500,375,366.0,0.0,467.0,155.0
500,333,14.0,120.0,437.0,251.0
500,327,1.0,138.0,411.0,326.0
500,327,32.0,0.0,182.0,326.0
500,375,258.0,212.0,408.0,374.0
500,375,168.0,127.0,342.0,286.0
500,375,232.0,157.0,296.0,254.0
500,375,151.0,0.0,193.0,140.0
500,375,299.0,34.0,350.0,116.0
500,375,203.0,36.0,262.0,139.0
500,375,183.0,45.0,283.0,127.0
500,332,239.0,79.0,322.0,232.0
500,332,180.0,143.0,413.0,291.0
500,333,351.0,203.0,499.0,254.0
500,333,173.0,155.0,304.0,311.0
500,333,152.0,89.0,229.0,221.0
500,333,223.0,85.0,265.0,162.0
500,333,421.0,172.0,473.0,230.0
500,333,180.0,2.0,249.0,125.0
500,333,239.0,96.0,325.0,305.0
500,333,0.0,102.0,39.0,290.0
500,375,0.0,3.0,499.0,373.0
500,375,18.0,74.0,101.0,371.0
500,375,190.0,45.0,364.0,332.0
500,375,280.0,148.0,495.0,370.0
500,375,35.0,179.0,245.0,369.0
500,375,278.0,110.0,352.0,322.0
500,375,244.0,98.0,283.0,307.0
500,375,204.0,102.0,244.0,305.0
500,375,158.0,98.0,212.0,302.0
500,375,119.0,99.0,168.0,312.0
500,333,293.0,187.0,390.0,299.0
500,333,80.0,106.0,154.0,277.0
500,333,126.0,116.0,176.0,282.0
500,333,294.0,125.0,463.0,304.0
500,333,376.0,143.0,463.0,267.0
375,500,3.0,1.0,374.0,499.0
500,375,0.0,115.0,329.0,335.0
500,375,334.0,130.0,499.0,208.0
500,372,68.0,162.0,476.0,371.0
500,375,3.0,22.0,497.0,373.0
500,364,45.0,17.0,372.0,356.0
500,375,134.0,91.0,499.0,360.0
500,375,0.0,83.0,346.0,241.0
500,500,71.0,71.0,499.0,499.0
500,334,41.0,71.0,458.0,246.0
464,380,50.0,53.0,368.0,370.0
464,380,160.0,10.0,263.0,249.0
500,375,364.0,107.0,499.0,247.0
500,375,190.0,79.0,322.0,279.0
500,375,187.0,148.0,202.0,226.0
500,375,383.0,180.0,401.0,205.0
500,261,352.0,43.0,496.0,226.0
500,261,250.0,42.0,369.0,218.0
500,261,133.0,7.0,266.0,205.0
500,261,27.0,10.0,124.0,151.0
500,261,12.0,54.0,173.0,257.0
500,327,236.0,50.0,483.0,177.0
500,327,241.0,129.0,443.0,316.0
500,327,67.0,83.0,245.0,234.0
500,327,2.0,2.0,492.0,326.0
500,375,219.0,64.0,313.0,176.0
500,375,0.0,40.0,179.0,370.0
500,375,120.0,38.0,364.0,374.0
500,375,304.0,75.0,499.0,374.0
375,500,147.0,57.0,374.0,452.0
375,500,211.0,18.0,365.0,99.0
375,500,0.0,18.0,137.0,280.0
375,500,0.0,73.0,48.0,315.0
375,500,117.0,21.0,374.0,228.0
375,500,178.0,1.0,194.0,50.0
500,375,281.0,188.0,375.0,263.0
500,375,102.0,127.0,337.0,322.0
500,375,0.0,38.0,267.0,373.0
500,333,271.0,25.0,280.0,41.0
500,333,283.0,25.0,292.0,40.0
500,333,329.0,10.0,347.0,63.0
500,333,315.0,14.0,331.0,55.0
500,333,302.0,15.0,315.0,46.0
500,333,290.0,18.0,302.0,50.0
500,333,274.0,21.0,290.0,56.0
500,333,262.0,23.0,274.0,68.0
500,333,248.0,24.0,264.0,69.0
500,333,479.0,187.0,499.0,230.0
500,333,466.0,185.0,484.0,252.0
500,333,447.0,183.0,467.0,252.0
500,333,427.0,185.0,446.0,251.0
500,333,414.0,180.0,431.0,241.0
500,333,97.0,45.0,499.0,332.0
500,375,77.0,176.0,105.0,196.0
500,375,56.0,194.0,73.0,206.0
273,500,16.0,119.0,151.0,256.0
273,500,115.0,230.0,201.0,492.0
273,500,159.0,121.0,256.0,457.0
273,500,134.0,6.0,268.0,242.0
273,500,5.0,59.0,147.0,452.0
500,375,109.0,149.0,414.0,249.0
500,375,0.0,82.0,135.0,165.0
500,375,57.0,0.0,478.0,374.0
500,327,239.0,128.0,304.0,245.0
500,327,234.0,90.0,299.0,230.0
500,379,3.0,171.0,149.0,276.0
500,379,9.0,168.0,127.0,201.0
500,379,138.0,188.0,217.0,271.0
500,379,166.0,151.0,215.0,285.0
500,379,241.0,163.0,296.0,287.0
500,379,232.0,163.0,253.0,281.0
500,379,294.0,179.0,334.0,282.0
500,379,331.0,161.0,372.0,286.0
500,379,375.0,175.0,403.0,285.0
500,333,316.0,214.0,464.0,291.0
500,333,106.0,226.0,144.0,258.0
500,333,143.0,232.0,200.0,265.0
500,333,71.0,230.0,112.0,253.0
500,333,199.0,226.0,273.0,262.0
500,333,213.0,219.0,235.0,268.0
500,333,196.0,216.0,216.0,271.0
500,333,478.0,213.0,499.0,318.0
500,333,467.0,223.0,483.0,268.0
500,333,456.0,222.0,472.0,267.0
500,333,1.0,215.0,24.0,269.0
375,500,8.0,258.0,374.0,450.0
500,375,64.0,1.0,499.0,300.0
500,332,2.0,1.0,498.0,331.0
500,375,1.0,24.0,499.0,374.0
500,385,13.0,16.0,478.0,318.0
500,385,242.0,124.0,279.0,190.0
500,385,193.0,127.0,242.0,187.0
392,336,86.0,69.0,310.0,268.0
500,375,326.0,194.0,499.0,372.0
500,375,242.0,244.0,322.0,321.0
500,375,196.0,300.0,216.0,350.0
500,375,221.0,219.0,298.0,346.0
500,333,68.0,74.0,499.0,195.0
500,330,106.0,60.0,446.0,286.0
500,332,115.0,132.0,370.0,298.0
500,332,258.0,53.0,336.0,307.0
500,375,120.0,0.0,394.0,245.0
333,500,0.0,38.0,205.0,499.0
333,500,70.0,209.0,314.0,348.0
500,373,230.0,250.0,457.0,345.0
500,373,4.0,117.0,498.0,257.0
500,333,64.0,193.0,164.0,307.0
500,333,369.0,182.0,393.0,203.0
500,333,347.0,183.0,367.0,201.0
500,375,64.0,255.0,241.0,353.0
500,375,287.0,185.0,377.0,248.0
500,375,5.0,187.0,492.0,374.0
500,375,69.0,48.0,474.0,316.0
500,375,0.0,226.0,340.0,374.0
500,375,0.0,2.0,340.0,374.0
320,212,115.0,50.0,189.0,180.0
320,212,120.0,13.0,185.0,117.0
500,333,54.0,55.0,438.0,325.0
383,500,0.0,59.0,296.0,499.0
383,500,85.0,0.0,380.0,499.0
500,375,7.0,75.0,485.0,311.0
500,333,25.0,11.0,442.0,317.0
500,351,400.0,179.0,499.0,286.0
500,238,0.0,29.0,386.0,212.0
500,238,188.0,53.0,213.0,95.0
375,500,17.0,0.0,105.0,87.0
375,500,0.0,39.0,24.0,83.0
375,500,119.0,18.0,215.0,115.0
375,500,175.0,47.0,233.0,124.0
375,500,168.0,120.0,239.0,242.0
375,500,109.0,277.0,249.0,492.0
500,333,128.0,83.0,351.0,315.0
500,333,0.0,166.0,115.0,255.0
500,375,266.0,113.0,326.0,259.0
500,375,10.0,64.0,465.0,318.0
500,375,0.0,0.0,499.0,374.0
500,332,271.0,118.0,317.0,160.0
500,332,197.0,172.0,391.0,192.0
500,332,342.0,156.0,356.0,184.0
500,332,286.0,169.0,299.0,181.0
500,332,263.0,166.0,276.0,182.0
500,468,149.0,135.0,474.0,435.0
500,468,156.0,12.0,420.0,342.0
500,468,145.0,69.0,172.0,121.0
500,468,114.0,63.0,134.0,123.0
500,468,97.0,77.0,124.0,123.0
500,468,66.0,65.0,88.0,126.0
500,468,37.0,75.0,71.0,127.0
500,468,10.0,75.0,36.0,125.0
500,468,185.0,69.0,201.0,122.0
500,468,199.0,67.0,218.0,114.0
500,468,379.0,91.0,396.0,111.0
500,468,370.0,87.0,385.0,113.0
500,468,423.0,84.0,441.0,111.0
500,468,405.0,90.0,421.0,112.0
500,433,124.0,99.0,421.0,336.0
332,500,1.0,46.0,263.0,499.0
332,500,86.0,130.0,286.0,499.0
500,375,275.0,0.0,474.0,155.0
500,375,415.0,12.0,499.0,328.0
500,375,110.0,137.0,394.0,318.0
500,375,0.0,0.0,119.0,225.0
500,375,149.0,81.0,488.0,322.0
500,375,65.0,35.0,203.0,371.0
500,375,46.0,21.0,446.0,360.0
500,375,365.0,0.0,499.0,300.0
270,360,19.0,55.0,140.0,345.0
270,360,147.0,102.0,210.0,332.0
500,333,192.0,118.0,485.0,258.0
500,333,350.0,141.0,396.0,174.0
375,500,173.0,80.0,339.0,360.0
375,500,42.0,248.0,138.0,431.0
500,333,153.0,29.0,483.0,332.0
500,375,0.0,56.0,498.0,354.0
500,375,404.0,215.0,499.0,374.0
500,375,337.0,7.0,372.0,130.0
500,375,403.0,6.0,444.0,131.0
500,375,372.0,98.0,414.0,154.0
500,375,418.0,107.0,473.0,166.0
500,375,376.0,21.0,410.0,104.0
500,375,443.0,28.0,487.0,125.0
500,375,285.0,17.0,319.0,64.0
500,375,202.0,27.0,228.0,55.0
500,375,178.0,22.0,206.0,56.0
500,375,142.0,26.0,173.0,55.0
500,375,117.0,14.0,135.0,57.0
500,375,66.0,26.0,99.0,66.0
500,375,28.0,32.0,60.0,90.0
500,375,84.0,30.0,115.0,60.0
500,375,315.0,18.0,340.0,70.0
500,375,366.0,18.0,392.0,103.0
500,333,176.0,36.0,393.0,248.0
500,375,28.0,166.0,187.0,339.0
500,335,68.0,32.0,281.0,201.0
335,500,116.0,196.0,241.0,305.0
500,375,69.0,109.0,378.0,282.0
500,375,75.0,114.0,176.0,150.0
500,375,294.0,100.0,363.0,144.0
500,375,0.0,0.0,193.0,373.0
500,375,170.0,0.0,292.0,181.0
500,375,165.0,126.0,372.0,374.0
500,375,106.0,60.0,350.0,314.0
500,375,79.0,169.0,339.0,373.0
500,375,290.0,153.0,474.0,374.0
500,375,86.0,72.0,222.0,350.0
500,375,246.0,65.0,345.0,207.0
500,357,304.0,153.0,394.0,220.0
500,357,32.0,119.0,163.0,179.0
500,375,181.0,71.0,499.0,233.0
500,375,120.0,38.0,253.0,230.0
500,375,336.0,60.0,493.0,181.0
500,375,100.0,80.0,499.0,361.0
500,335,34.0,129.0,71.0,173.0
500,335,81.0,156.0,137.0,209.0
500,335,157.0,169.0,248.0,241.0
500,335,241.0,159.0,324.0,212.0
500,335,159.0,133.0,223.0,182.0
500,375,82.0,261.0,324.0,374.0
500,375,14.0,138.0,101.0,285.0
500,375,136.0,113.0,226.0,209.0
500,375,236.0,120.0,318.0,207.0
500,375,324.0,162.0,414.0,251.0
500,375,0.0,53.0,499.0,374.0
500,333,156.0,145.0,301.0,281.0
500,333,176.0,72.0,316.0,272.0
500,375,99.0,135.0,383.0,283.0
500,375,106.0,115.0,151.0,134.0
376,500,22.0,38.0,375.0,499.0
500,375,293.0,88.0,374.0,124.0
500,375,212.0,77.0,259.0,97.0
500,375,1.0,102.0,499.0,343.0
375,500,77.0,143.0,281.0,476.0
500,375,286.0,250.0,343.0,333.0
500,375,164.0,252.0,240.0,327.0
500,375,71.0,252.0,130.0,311.0
500,333,185.0,134.0,298.0,252.0
500,333,60.0,113.0,178.0,229.0
375,500,85.0,2.0,293.0,499.0
500,198,50.0,47.0,435.0,149.0
500,198,0.0,57.0,48.0,143.0
500,375,63.0,127.0,450.0,251.0
500,375,0.0,140.0,33.0,229.0
500,375,17.0,136.0,487.0,313.0
500,375,11.0,113.0,350.0,374.0
375,500,20.0,198.0,147.0,485.0
375,500,293.0,295.0,374.0,499.0
500,375,290.0,197.0,417.0,280.0
500,375,209.0,253.0,417.0,374.0
500,375,174.0,155.0,356.0,215.0
500,375,322.0,0.0,422.0,221.0
500,375,372.0,56.0,420.0,183.0
500,375,112.0,39.0,176.0,205.0
500,375,166.0,49.0,197.0,174.0
500,375,269.0,49.0,299.0,117.0
500,375,244.0,58.0,268.0,115.0
500,329,168.0,107.0,396.0,275.0
500,375,230.0,12.0,489.0,315.0
500,375,1.0,179.0,214.0,314.0
500,375,168.0,67.0,354.0,310.0
500,375,99.0,131.0,402.0,341.0
333,500,40.0,223.0,74.0,276.0
333,500,283.0,315.0,332.0,499.0
333,500,33.0,268.0,111.0,386.0
333,500,182.0,273.0,271.0,390.0
333,500,134.0,262.0,255.0,402.0
500,375,137.0,134.0,214.0,231.0
500,357,0.0,22.0,470.0,356.0
400,500,164.0,223.0,311.0,382.0
400,500,272.0,287.0,342.0,379.0
500,332,46.0,17.0,406.0,318.0
500,332,283.0,0.0,338.0,9.0
500,332,125.0,142.0,311.0,240.0
500,332,64.0,199.0,122.0,234.0
500,427,10.0,14.0,495.0,315.0
500,333,0.0,31.0,457.0,223.0
500,375,90.0,122.0,499.0,374.0
500,375,183.0,9.0,383.0,304.0
500,375,0.0,1.0,195.0,295.0
500,375,241.0,98.0,499.0,366.0
500,375,304.0,11.0,499.0,371.0
500,375,359.0,29.0,499.0,357.0
500,375,116.0,36.0,169.0,163.0
360,240,156.0,20.0,359.0,222.0
360,240,2.0,64.0,353.0,220.0
360,240,59.0,82.0,213.0,212.0
500,375,42.0,63.0,297.0,367.0
500,375,209.0,109.0,441.0,368.0
500,375,84.0,179.0,428.0,279.0
500,375,0.0,268.0,466.0,374.0
500,375,432.0,182.0,499.0,374.0
500,375,407.0,111.0,496.0,303.0
500,375,379.0,106.0,436.0,240.0
500,375,334.0,123.0,393.0,224.0
500,375,211.0,121.0,300.0,180.0
500,375,119.0,114.0,166.0,212.0
500,375,67.0,113.0,134.0,224.0
500,375,0.0,106.0,120.0,240.0
500,375,0.0,180.0,97.0,361.0
500,375,245.0,169.0,341.0,243.0
500,375,219.0,152.0,249.0,251.0
500,375,193.0,127.0,213.0,165.0
500,375,159.0,129.0,187.0,166.0
237,360,0.0,106.0,122.0,359.0
500,375,59.0,105.0,411.0,176.0
500,334,55.0,39.0,161.0,84.0
500,334,135.0,32.0,301.0,102.0
500,334,415.0,29.0,476.0,52.0
500,334,448.0,34.0,499.0,91.0
500,334,110.0,48.0,499.0,320.0
333,500,12.0,84.0,300.0,499.0
500,375,315.0,113.0,333.0,159.0
500,375,372.0,181.0,406.0,225.0
500,375,282.0,29.0,393.0,173.0
500,375,351.0,69.0,388.0,166.0
500,375,393.0,66.0,453.0,218.0
500,375,92.0,53.0,133.0,152.0
500,375,0.0,117.0,48.0,304.0
500,375,1.0,81.0,499.0,374.0
500,431,52.0,118.0,353.0,406.0
500,431,102.0,31.0,290.0,319.0
375,500,42.0,15.0,299.0,494.0
500,375,87.0,27.0,355.0,317.0
500,375,128.0,162.0,299.0,258.0
375,500,88.0,8.0,374.0,498.0
332,500,2.0,0.0,330.0,499.0
500,500,212.0,273.0,300.0,439.0
500,344,112.0,105.0,378.0,261.0
500,344,159.0,55.0,276.0,214.0
500,333,80.0,47.0,474.0,250.0
500,361,232.0,145.0,409.0,236.0
375,500,136.0,185.0,374.0,499.0
375,500,21.0,150.0,119.0,289.0
375,500,31.0,62.0,107.0,255.0
375,500,74.0,101.0,129.0,265.0
320,240,160.0,142.0,260.0,227.0
320,240,0.0,59.0,136.0,239.0
320,240,252.0,180.0,319.0,239.0
500,375,14.0,110.0,104.0,289.0
